web-scraper-order,web-scraper-start-url,season,season-href,anime,anime-href,name,score,rank,popularity,members,season_repeat,type,studio
1648527238-1014,https://myanimelist.net/anime/season/archive,Fall 1999,https://myanimelist.net/anime/season/1999/fall,Initial D Second Stage,https://myanimelist.net/anime/186/Initial_D_Second_Stage,Initial D Second Stage,8.14,#384,#1081,"172,990",Fall 1999,TV,Pastel
1648542343-3421,https://myanimelist.net/anime/season/archive,Spring 2015,https://myanimelist.net/anime/season/2015/spring,Punch Line,https://myanimelist.net/anime/28617/Punch_Line,Punch Line,6.94,#4078,#901,"212,006",Spring 2015,TV,MAPPA
1648549408-4561,https://myanimelist.net/anime/season/archive,Summer 2020,https://myanimelist.net/anime/season/2020/summer,Great Pretender,https://myanimelist.net/anime/40052/Great_Pretender,Great Pretender,8.27,#255,#343,"509,526",Summer 2020,TV,Wit Studio
1648522744-346,https://myanimelist.net/anime/season/archive,Winter 1981,https://myanimelist.net/anime/season/1981/winter,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,https://myanimelist.net/anime/2544/Kazoku_Robinson_Hyouryuuki__Fushigi_na_Shima_no_Flone,Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone,7.27,#2583,#6964,"5,490",Winter 1981,TV,Nippon Animation
1648547179-4205,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Persona 5 the Animation,https://myanimelist.net/anime/36023/Persona_5_the_Animation,Persona 5 the Animation,6.44,#6544,#865,"221,559",Spring 2018,TV,CloverWorks
1648527696-1086,https://myanimelist.net/anime/season/archive,Fall 2000,https://myanimelist.net/anime/season/2000/fall,Sci-fi Harry,https://myanimelist.net/anime/1508/Sci-fi_Harry,Sci-fi Harry,6.19,#7852,#5992,"8,044",Fall 2000,TV,APPP
1648541429-3271,https://myanimelist.net/anime/season/archive,Fall 2015,https://myanimelist.net/anime/season/2015/fall,Tantei Team KZ Jiken Note,https://myanimelist.net/anime/31221/Tantei_Team_KZ_Jiken_Note,Tantei Team KZ Jiken Note,6.2,#7792,#4833,"13,678",Fall 2015,TV,Signal.MD
1648547845-4313,https://myanimelist.net/anime/season/archive,Fall 2019,https://myanimelist.net/anime/season/2019/fall,Kono Oto Tomare! 2nd Season,https://myanimelist.net/anime/38889/Kono_Oto_Tomare_2nd_Season,Kono Oto Tomare! 2nd Season,8.43,#145,#1371,"132,313",Fall 2019,TV,Platinum Vision
1648543328-3580,https://myanimelist.net/anime/season/archive,Summer 2016,https://myanimelist.net/anime/season/2016/summer,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,https://myanimelist.net/anime/33341/Time_Travel_Shoujo__Mari_Waka_to_8-nin_no_Kagakusha-tachi,Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,6.49,#6336,#4603,"15,482",Summer 2016,TV,WAO World
1648522090-252,https://myanimelist.net/anime/season/archive,Summer 1978,https://myanimelist.net/anime/season/1978/summer,Haikara-san ga Tooru,https://myanimelist.net/anime/3335/Haikara-san_ga_Tooru,Haikara-san ga Tooru,7.11,#3355,#7144,"5,131",Summer 1978,TV,Nippon Animation
1648536104-2419,https://myanimelist.net/anime/season/archive,Spring 2010,https://myanimelist.net/anime/season/2010/spring,Hime Chen! Otogi Chikku Idol Lilpri,https://myanimelist.net/anime/8206/Hime_Chen_Otogi_Chikku_Idol_Lilpri,Hime Chen! Otogi Chikku Idol Lilpri,6.99,#3904,#5566,"9,581",Spring 2010,TV,TMS Entertainment
1648549652-4601,https://myanimelist.net/anime/season/archive,Spring 2020,https://myanimelist.net/anime/season/2020/spring,Shin Sakura Taisen the Animation,https://myanimelist.net/anime/40403/Shin_Sakura_Taisen_the_Animation,Shin Sakura Taisen the Animation,5.78,#9642,#4496,"16,553",Spring 2020,TV,SANZIGEN
1648547683-4286,https://myanimelist.net/anime/season/archive,Fall 2019,https://myanimelist.net/anime/season/2019/fall,Super Shiro,https://myanimelist.net/anime/39183/Super_Shiro,Super Shiro,6.01,#8753,#9687,"2,002",Fall 2019,TV,Science SARU
1648540254-3079,https://myanimelist.net/anime/season/archive,Summer 2014,https://myanimelist.net/anime/season/2014/summer,Francesca,https://myanimelist.net/anime/22955/Francesca,Francesca,5.45,#10794,#5631,"9,330",Summer 2014,TV,Telecom Animation Film
1648521591-180,https://myanimelist.net/anime/season/archive,Spring 1975,https://myanimelist.net/anime/season/1975/spring,Don Chuck Monogatari,https://myanimelist.net/anime/2575/Don_Chuck_Monogatari,Don Chuck Monogatari,5.8,#9576,#11609,937,Spring 1975,TV,Knack Productions
1648542415-3433,https://myanimelist.net/anime/season/archive,Spring 2015,https://myanimelist.net/anime/season/2015/spring,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,https://myanimelist.net/anime/23847/Yahari_Ore_no_Seishun_Love_Comedy_wa_Machigatteiru_Zoku,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.23,#294,#130,"912,933",Spring 2015,TV,feel.
1648546698-4126,https://myanimelist.net/anime/season/archive,Summer 2018,https://myanimelist.net/anime/season/2018/summer,Sunohara-sou no Kanrinin-san,https://myanimelist.net/anime/36817/Sunohara-sou_no_Kanrinin-san,Sunohara-sou no Kanrinin-san,6.81,#4680,#1412,"127,068",Summer 2018,TV,SILVER LINK.
1648528057-1142,https://myanimelist.net/anime/season/archive,Fall 2001,https://myanimelist.net/anime/season/2001/fall,Babel Nisei (2001),https://myanimelist.net/anime/1664/Babel_Nisei_2001,Babel Nisei (2001),5.72,#9905,#8470,"3,197",Fall 2001,TV,Vega Entertainment
1648541845-3339,https://myanimelist.net/anime/season/archive,Summer 2015,https://myanimelist.net/anime/season/2015/summer,Wakaba*Girl,https://myanimelist.net/anime/30355/WakabaGirl,Wakaba*Girl,6.89,#4334,#2908,"40,589",Summer 2015,TV,Nexus
1648534807-2212,https://myanimelist.net/anime/season/archive,Fall 2009,https://myanimelist.net/anime/season/2009/fall,Asura Cryin' 2,https://myanimelist.net/anime/6676/Asura_Cryin_2,Asura Cryin' 2,7.27,#2566,#2376,"59,173",Fall 2009,TV,Seven Arcs
1648545864-3989,https://myanimelist.net/anime/season/archive,Winter 2017,https://myanimelist.net/anime/season/2017/winter,Reikenzan: Eichi e no Shikaku,https://myanimelist.net/anime/33019/Reikenzan__Eichi_e_no_Shikaku,Reikenzan: Eichi e no Shikaku,6.89,#4321,#2886,"41,158",Winter 2017,TV,Studio Deen
1648529822-1421,https://myanimelist.net/anime/season/archive,Winter 2003,https://myanimelist.net/anime/season/2003/winter,Ashita no Nadja,https://myanimelist.net/anime/1946/Ashita_no_Nadja,Ashita no Nadja,7.6,#1324,#3537,"28,193",Winter 2003,TV,Toei Animation
1648527871-1113,https://myanimelist.net/anime/season/archive,Spring 2000,https://myanimelist.net/anime/season/2000/spring,Gate Keepers,https://myanimelist.net/anime/127/Gate_Keepers,Gate Keepers,6.93,#4120,#4080,"20,610",Spring 2000,TV,Gonzo
1648551494-4893,https://myanimelist.net/anime/season/archive,Winter 2021,https://myanimelist.net/anime/season/2021/winter,Horimiya,https://myanimelist.net/anime/42897/Horimiya,Horimiya,8.21,#307,#121,"971,981",Winter 2021,TV,CloverWorks
1648545165-3877,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),https://myanimelist.net/anime/35507/Youkoso_Jitsuryoku_Shijou_Shugi_no_Kyoushitsu_e_TV,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),7.85,#791,#143,"870,162",Summer 2017,TV,Lerche
1648547292-4223,https://myanimelist.net/anime/season/archive,Winter 2018,https://myanimelist.net/anime/season/2018/winter,"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",https://myanimelist.net/anime/37054/Sentai_Hero_Sukiyaki_Force__Gunma_no_Heiwa_wo_Negau_Season_e_Mata,"Sentai Hero Sukiyaki Force: Gunma no Heiwa wo Negau Season e, Mata?",N/A,#13679,#15255,284,Winter 2018,TV,Studio 4?C
1648523645-479,https://myanimelist.net/anime/season/archive,Fall 1986,https://myanimelist.net/anime/season/1986/fall,Saint Seiya,https://myanimelist.net/anime/1254/Saint_Seiya,Saint Seiya,7.74,#978,#1128,"167,097",Fall 1986,TV,Toei Animation
1648527113-993,https://myanimelist.net/anime/season/archive,Fall 1999,https://myanimelist.net/anime/season/1999/fall,Mirai Shounen Conan 2: Taiga Daibouken,https://myanimelist.net/anime/2613/Mirai_Shounen_Conan_2__Taiga_Daibouken,Mirai Shounen Conan 2: Taiga Daibouken,6.43,#6633,#9647,"2,026",Fall 1999,TV,Nippon Animation
1648549544-4583,https://myanimelist.net/anime/season/archive,Spring 2020,https://myanimelist.net/anime/season/2020/spring,"Anoyo no Subete wa, Obake-gumi!",https://myanimelist.net/anime/41440/Anoyo_no_Subete_wa_Obake-gumi,"Anoyo no Subete wa, Obake-gumi!",N/A,#15318,#12232,746,Spring 2020,TV,null
1648525156-701,https://myanimelist.net/anime/season/archive,Spring 1992,https://myanimelist.net/anime/season/1992/spring,Cooking Papa,https://myanimelist.net/anime/8123/Cooking_Papa,Cooking Papa,6.59,#5745,#10224,"1,648",Spring 1992,TV,Eiken
1648538637-2823,https://myanimelist.net/anime/season/archive,Fall 2013,https://myanimelist.net/anime/season/2013/fall,Koroshiya-san: The Hired Gun,https://myanimelist.net/anime/20329/Koroshiya-san__The_Hired_Gun,Koroshiya-san: The Hired Gun,5.5,#10654,#6372,"6,895",Fall 2013,TV,Opera House
1648531579-1702,https://myanimelist.net/anime/season/archive,Fall 2006,https://myanimelist.net/anime/season/2006/fall,Pucca,https://myanimelist.net/anime/6609/Pucca,Pucca,6.62,#5580,#4720,"14,531",Fall 2006,TV,null
1648523489-456,https://myanimelist.net/anime/season/archive,Summer 1985,https://myanimelist.net/anime/season/1985/summer,Konpora Kid,https://myanimelist.net/anime/17599/Konpora_Kid,Konpora Kid,N/A,#17328,#15875,244,Summer 1985,TV,Toei Animation
1648537051-2566,https://myanimelist.net/anime/season/archive,Spring 2011,https://myanimelist.net/anime/season/2011/spring,Puu-Neko,https://myanimelist.net/anime/10459/Puu-Neko,Puu-Neko,N/A,#13375,#11541,962,Spring 2011,TV,DLE
1648521507-168,https://myanimelist.net/anime/season/archive,Fall 1975,https://myanimelist.net/anime/season/1975/fall,Wanpaku Oomukashi Kum Kum,https://myanimelist.net/anime/8240/Wanpaku_Oomukashi_Kum_Kum,Wanpaku Oomukashi Kum Kum,6.14,#8100,#12457,686,Fall 1975,TV,Sunrise
1648527588-1069,https://myanimelist.net/anime/season/archive,Winter 1999,https://myanimelist.net/anime/season/1999/winter,Domo-kun,https://myanimelist.net/anime/7643/Domo-kun,Domo-kun,6.31,#7229,#9251,"2,360",Winter 1999,TV,dwarf
1648523615-474,https://myanimelist.net/anime/season/archive,Fall 1986,https://myanimelist.net/anime/season/1986/fall,Oh! Family,https://myanimelist.net/anime/7575/Oh_Family,Oh! Family,6.01,#8747,#11238,"1,075",Fall 1986,TV,Knack Productions
1648535317-2295,https://myanimelist.net/anime/season/archive,Spring 2009,https://myanimelist.net/anime/season/2009/spring,Queen's Blade: Rurou no Senshi,https://myanimelist.net/anime/4719/Queens_Blade__Rurou_no_Senshi,Queen's Blade: Rurou no Senshi,6.14,#8087,#1863,"87,298",Spring 2009,TV,Arms
1648551799-4942,https://myanimelist.net/anime/season/archive,Spring 2022,https://myanimelist.net/anime/season,Estab-Life: Great Escape,https://myanimelist.net/anime/50862/Estab-Life__Great_Escape,Estab-Life: Great Escape,5.7,#9984,#8237,"3,507",Spring 2022,TV,Polygon Pictures
1648551716-4929,https://myanimelist.net/anime/season/archive,Summer 2022,https://myanimelist.net/anime/season/2022/summer,"Kanojo, Okarishimasu 2nd Season",https://myanimelist.net/anime/42963/Kanojo_Okarishimasu_2nd_Season,"Kanojo, Okarishimasu 2nd Season",N/A,N/A,#1012,"186,877",Summer 2022,TV,TMS Entertainment
1648551631-4915,https://myanimelist.net/anime/season/archive,Summer 2022,https://myanimelist.net/anime/season/2022/summer,Isekai Ojisan,https://myanimelist.net/anime/49220/Isekai_Ojisan,Isekai Ojisan,N/A,N/A,#6294,"7,082",Summer 2022,TV,null
1648552158-4994,https://myanimelist.net/anime/season/archive,Winter 2022,https://myanimelist.net/anime/season/2022/winter,Yami Shibai 10,https://myanimelist.net/anime/50599/Yami_Shibai_10,Yami Shibai 10,6.09,#8369,#7111,"5,175",Winter 2022,TV,ILCA
1648538299-2769,https://myanimelist.net/anime/season/archive,Spring 2012,https://myanimelist.net/anime/season/2012/spring,Nazo no Kanojo X,https://myanimelist.net/anime/12467/Nazo_no_Kanojo_X,Nazo no Kanojo X,7.24,#2712,#738,"260,594",Spring 2012,TV,Hoods Entertainment
1648539784-3003,https://myanimelist.net/anime/season/archive,Winter 2013,https://myanimelist.net/anime/season/2013/winter,Senyuu.,https://myanimelist.net/anime/15751/Senyuu,Senyuu.,7.3,#2417,#1583,"109,465",Winter 2013,TV,Ordet
1648534379-2146,https://myanimelist.net/anime/season/archive,Spring 2008,https://myanimelist.net/anime/season/2008/spring,Nabari no Ou,https://myanimelist.net/anime/3655/Nabari_no_Ou,Nabari no Ou,7.27,#2595,#1199,"157,414",Spring 2008,TV,J.C.Staff
1648522690-338,https://myanimelist.net/anime/season/archive,Spring 1981,https://myanimelist.net/anime/season/1981/spring,Meiken Jolie,https://myanimelist.net/anime/3836/Meiken_Jolie,Meiken Jolie,6.72,#5082,#8904,"2,714",Spring 1981,TV,Visual 80
1648536176-2431,https://myanimelist.net/anime/season/archive,Spring 2010,https://myanimelist.net/anime/season/2010/spring,Uragiri wa Boku no Namae wo Shitteiru,https://myanimelist.net/anime/7058/Uragiri_wa_Boku_no_Namae_wo_Shitteiru,Uragiri wa Boku no Namae wo Shitteiru,7.22,#2823,#1803,"92,025",Spring 2010,TV,J.C.Staff
1648545286-3896,https://myanimelist.net/anime/season/archive,Spring 2017,https://myanimelist.net/anime/season/2017/spring,Akindo Sei no Little Peso,https://myanimelist.net/anime/34928/Akindo_Sei_no_Little_Peso,Akindo Sei no Little Peso,N/A,#15266,#13743,430,Spring 2017,TV,Fanworks
1648525529-753,https://myanimelist.net/anime/season/archive,Spring 1994,https://myanimelist.net/anime/season/1994/spring,Soccer Fever,https://myanimelist.net/anime/10774/Soccer_Fever,Soccer Fever,6.24,#7594,#12796,606,Spring 1994,TV,null
1648549105-4517,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,Ikebukuro West Gate Park,https://myanimelist.net/anime/40359/Ikebukuro_West_Gate_Park,Ikebukuro West Gate Park,6.87,#4399,#1726,"98,606",Fall 2020,TV,Doga Kobo
1648543847-3662,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Concrete Revolutio: Choujin Gensou - The Last Song,https://myanimelist.net/anime/32313/Concrete_Revolutio__Choujin_Gensou_-_The_Last_Song,Concrete Revolutio: Choujin Gensou - The Last Song,7.02,#3785,#3267,"33,079",Spring 2016,TV,Bones
1648536868-2539,https://myanimelist.net/anime/season/archive,Summer 2011,https://myanimelist.net/anime/season/2011/summer,Kamisama no Memochou,https://myanimelist.net/anime/10568/Kamisama_no_Memochou,Kamisama no Memochou,7.5,#1657,#849,"223,892",Summer 2011,TV,J.C.Staff
1648543306-3577,https://myanimelist.net/anime/season/archive,Summer 2016,https://myanimelist.net/anime/season/2016/summer,Puzzle & Dragons Cross,https://myanimelist.net/anime/32772/Puzzle___Dragons_Cross,Puzzle & Dragons Cross,6.49,#6328,#6047,"7,873",Summer 2016,TV,Studio Pierrot
1648541935-3354,https://myanimelist.net/anime/season/archive,Summer 2015,https://myanimelist.net/anime/season/2015/summer,Working!!!,https://myanimelist.net/anime/25879/Working,Working!!!,7.99,#579,#847,"224,352",Summer 2015,TV,A-1 Pictures
1648535815-2374,https://myanimelist.net/anime/season/archive,Fall 2010,https://myanimelist.net/anime/season/2010/fall,Ore no Imouto ga Konnani Kawaii Wake ga Nai,https://myanimelist.net/anime/8769/Ore_no_Imouto_ga_Konnani_Kawaii_Wake_ga_Nai,Ore no Imouto ga Konnani Kawaii Wake ga Nai,7.01,#3839,#247,"632,017",Fall 2010,TV,AIC Build
1648538667-2828,https://myanimelist.net/anime/season/archive,Fall 2013,https://myanimelist.net/anime/season/2013/fall,Phi Brain: Kami no Puzzle - Shukuteki! R?tsel-hen,https://myanimelist.net/anime/15651/Phi_Brain__Kami_no_Puzzle_-_Shukuteki_R%C3%A4tsel-hen,Phi Brain: Kami no Puzzle - Shukuteki! R?tsel-hen,7.26,#2621,#3216,"33,958",Fall 2013,TV,Sunrise
1648522570-320,https://myanimelist.net/anime/season/archive,Fall 1981,https://myanimelist.net/anime/season/1981/fall,Anime Oyako Gekijou,https://myanimelist.net/anime/2882/Anime_Oyako_Gekijou,Anime Oyako Gekijou,6.07,#8434,#9657,"2,020",Fall 1981,TV,Tatsunoko Production
1648544292-3735,https://myanimelist.net/anime/season/archive,Winter 2016,https://myanimelist.net/anime/season/2016/winter,Prince of Stride: Alternative,https://myanimelist.net/anime/31559/Prince_of_Stride__Alternative,Prince of Stride: Alternative,6.91,#4237,#1168,"162,182",Winter 2016,TV,Madhouse
1648545087-3864,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Princess Principal,https://myanimelist.net/anime/35240/Princess_Principal,Princess Principal,7.7,#1075,#1029,"181,993",Summer 2017,TV,Actas
1648530527-1534,https://myanimelist.net/anime/season/archive,Spring 2004,https://myanimelist.net/anime/season/2004/spring,Samurai Champloo,https://myanimelist.net/anime/205/Samurai_Champloo,Samurai Champloo,8.5,#114,#98,"1,079,364",Spring 2004,TV,Manglobe
1648541657-3309,https://myanimelist.net/anime/season/archive,Fall 2015,https://myanimelist.net/anime/season/2015/fall,Haikyuu!! Second Season,https://myanimelist.net/anime/28891/Haikyuu_Second_Season,Haikyuu!! Second Season,8.65,#61,#83,"1,208,741",Fall 2015,TV,Production I.G
1648547821-4309,https://myanimelist.net/anime/season/archive,Fall 2019,https://myanimelist.net/anime/season/2019/fall,Radiant 2nd Season,https://myanimelist.net/anime/39355/Radiant_2nd_Season,Radiant 2nd Season,7.58,#1376,#1824,"90,572",Fall 2019,TV,Lerche
1648526611-915,https://myanimelist.net/anime/season/archive,Fall 1998,https://myanimelist.net/anime/season/1998/fall,Chousoku Spinner,https://myanimelist.net/anime/2703/Chousoku_Spinner,Chousoku Spinner,6.58,#5817,#7295,"4,916",Fall 1998,TV,Xebec
1648531034-1615,https://myanimelist.net/anime/season/archive,Summer 2005,https://myanimelist.net/anime/season/2005/summer,Shuffle!,https://myanimelist.net/anime/79/Shuffle,Shuffle!,7.05,#3662,#736,"260,794",Summer 2005,TV,asread.
1648522702-340,https://myanimelist.net/anime/season/archive,Spring 1981,https://myanimelist.net/anime/season/1981/spring,Hello! Sandybell,https://myanimelist.net/anime/2799/Hello_Sandybell,Hello! Sandybell,7.06,#3608,#6980,"5,450",Spring 1981,TV,Toei Animation
1648531165-1635,https://myanimelist.net/anime/season/archive,Spring 2005,https://myanimelist.net/anime/season/2005/spring,M?R,https://myanimelist.net/anime/738/M%C3%84R,M?R,7.26,#2615,#2677,"47,493",Spring 2005,TV,SynergySP
1648534446-2156,https://myanimelist.net/anime/season/archive,Winter 2008,https://myanimelist.net/anime/season/2008/winter,Leonardo Hakase to Kirin-mura no Nakama-tachi (TV),https://myanimelist.net/anime/41159/Leonardo_Hakase_to_Kirin-mura_no_Nakama-tachi_TV,Leonardo Hakase to Kirin-mura no Nakama-tachi (TV),N/A,#17497,#18257,95,Winter 2008,TV,null
1648550400-4722,https://myanimelist.net/anime/season/archive,Fall 2021,https://myanimelist.net/anime/season/2021/fall,Senpai ga Uzai Kouhai no Hanashi,https://myanimelist.net/anime/42351/Senpai_ga_Uzai_Kouhai_no_Hanashi,Senpai ga Uzai Kouhai no Hanashi,7.71,#1070,#834,"228,934",Fall 2021,TV,Doga Kobo
1648534410-2151,https://myanimelist.net/anime/season/archive,Spring 2008,https://myanimelist.net/anime/season/2008/spring,Vampire Knight,https://myanimelist.net/anime/3457/Vampire_Knight,Vampire Knight,6.92,#4171,#312,"551,786",Spring 2008,TV,Studio Deen
